title,url,sources,notes,appears_in,appears_in_url
Estimated year-on-year change in natural gas demand over the 2023/24 heating season in selected markets,https://www.iea.org/data-and-statistics/charts/estimated-year-on-year-change-in-natural-gas-demand-over-the-2023-24-heating-season-in-selected-markets,,"The selected regions are Asia, Central and South America, Eurasia, Europe, North America.","Gas Market Report, Q2-2024",https://www.iea.org/reports/gas-market-report-q2-2024
"Annual oil demand growth, 2011-2025",https://www.iea.org/data-and-statistics/charts/annual-oil-demand-growth-2011-2025,,,Oil demand growing at a slower pace as post-Covid rebound runs its course,https://www.iea.org/commentaries/oil-demand-growing-at-a-slower-pace-as-post-covid-rebound-runs-its-course
"Quarterly oil demand growth, 2022-2025",https://www.iea.org/data-and-statistics/charts/quarterly-oil-demand-growth-2022-2025,,,Oil demand growing at a slower pace as post-Covid rebound runs its course,https://www.iea.org/commentaries/oil-demand-growing-at-a-slower-pace-as-post-covid-rebound-runs-its-course
Demand for jet fuel/kerosene lags global miles flown as aircraft fuel efficiency improves,https://www.iea.org/data-and-statistics/charts/demand-for-jet-fuel-kerosene-lags-global-miles-flown-as-aircraft-fuel-efficiency-improves,,,Oil demand growing at a slower pace as post-Covid rebound runs its course,https://www.iea.org/commentaries/oil-demand-growing-at-a-slower-pace-as-post-covid-rebound-runs-its-course
"Existing and planned hydrogen pipelines in Northwest Europe, 2022 and 2030",https://www.iea.org/data-and-statistics/charts/existing-and-planned-hydrogen-pipelines-in-northwest-europe-2022-and-2030,"IEA (2024), Hydrogen Infrastructure Projects Database. https://www.iea.org/data-and-statistics/data-product/hydrogen-production-and-infrastructure-projects-database","Germany’s National Hydrogen Strategy Update foresees the development of a hydrogen network of 1 800 km by 2027/28, while 9 600 km of hydrogen pipeline projects with a start-up date of 2030 are identified in the IEA Hydrogen Infrastructure Projects Database.",Northwest European Hydrogen Monitor 2024,https://www.iea.org/reports/northwest-european-hydrogen-monitor-2024
Electrolysis capacity targets in Northwest Europe by 2030,https://www.iea.org/data-and-statistics/charts/electrolysis-capacity-targets-in-northwest-europe-by-2030,"IEA analysis based on various policy documents (hydrogen strategies, roadmaps and papers).",The values for the United Kingdom have been estimated assuming 70% efficiency. The shaded areas represent targets under discussion and/or the higher range of announced targets.,Northwest European Hydrogen Monitor 2024,https://www.iea.org/reports/northwest-european-hydrogen-monitor-2024
Change in global energy employment between 2022 and 2030 under the COP28 pathway,https://www.iea.org/data-and-statistics/charts/change-in-global-energy-employment-between-2022-and-2030-under-the-cop28-pathway,,ICE = internal combustion engine.,,
"Quarterly electric car sales by region, 2021-2024",https://www.iea.org/data-and-statistics/charts/quarterly-electric-car-sales-by-region-2021-2024,"IEA analysis based on data from on EV Volumes, China Passenger Car Association and the European Automobile Manufacturers’ Association.",,Global EV Outlook 2024,https://www.iea.org/reports/global-ev-outlook-2024
"Levelised cost of hydrogen via selected technologies in Northwest Europe in the Announced Pledges Scenario, 2023-2030",https://www.iea.org/data-and-statistics/charts/levelised-cost-of-hydrogen-via-selected-technologies-in-northwest-europe-in-the-announced-pledges-scenario-2023-2030,,"APS = Announced Pledges Scenario; NG = natural gas; CCUS = carbon capture, utilisation and storage; w/ = with; w/o = without. Renewable technologies considered include onshore and offshore wind. For electrolysis, CAPEX refers to the installed electrolyser system, while the renewable system cost is factored into the energy cost component.",Northwest European Hydrogen Monitor 2024,https://www.iea.org/reports/northwest-european-hydrogen-monitor-2024
"Implied low-carbon hydrogen demand under RED III in the European Union's northwest European markets, 2023",https://www.iea.org/data-and-statistics/charts/implied-low-carbon-hydrogen-demand-under-red-iii-in-the-european-union-s-northwest-european-markets-2023,,"“EU NWE markets” comprise the EU markets covered in this report: Austria, Belgium, Denmark, France, Germany and the Netherlands. The RED III (Renewable Energy) Directive states that 42% of industrial hydrogen use must comply with RFNBO rules by 2030, and 60% by 2035. If applied to current hydrogen consumption in EU NWE markets, this would imply approximately 1.6 Mt and 2.3 Mt of renewable hydrogen consumption in 2030 and 2035, respectively.",Northwest European Hydrogen Monitor 2024,https://www.iea.org/reports/northwest-european-hydrogen-monitor-2024
"Potential underground hydrogen storage capacity based on project announcements in Europe, 2030",https://www.iea.org/data-and-statistics/charts/potential-underground-hydrogen-storage-capacity-based-on-project-announcements-in-europe-2030,"IEA (2024), Hydrogen Infrastructure Projects Database. https://www.iea.org/data-and-statistics/data-product/hydrogen-production-and-infrastructure-projects-database",,Northwest European Hydrogen Monitor 2024,https://www.iea.org/reports/northwest-european-hydrogen-monitor-2024
"Contribution of investment and sales in selected clean energy technologies to GDP growth, 2023",https://www.iea.org/data-and-statistics/charts/contribution-of-investment-and-sales-in-selected-clean-energy-technologies-to-gdp-growth-2023,"IEA analysis based on data from Benchmark Mineral Intelligence; Oxford Economics; Bloomberg New Energy Finance; EV Volumes; ChinaIOL; European Heat Pump Association; Air-Conditioning, Heating, and Refrigeration Institute; Canada National Statistical Agency; Japan Refrigeration and Air Conditioning Industry Association; International Energy Agency (2024); S&P Global Commodity Insights; Wood Mackenzie; InfoLink; Thomson Reuters; Clean Investment Monitor; Solar Of Week; European Solar PV Industry Alliance; ITDCW.",,Clean energy is boosting economic growth,https://www.iea.org/commentaries/clean-energy-is-boosting-economic-growth
"Share of investment and sales in selected clean energy technologies in GDP, 2023",https://www.iea.org/data-and-statistics/charts/share-of-investment-and-sales-in-selected-clean-energy-technologies-in-gdp-2023,"IEA analysis based on data from Benchmark Mineral Intelligence; Oxford Economics; Bloomberg New Energy Finance; EV Volumes; ChinaIOL; European Heat Pump Association; Air-Conditioning, Heating, and Refrigeration Institute; Canada National Statistical Agency; Japan Refrigeration and Air Conditioning Industry Association; International Energy Agency (2024); S&P Global Commodity Insights; Wood Mackenzie; InfoLink; Thomson Reuters; Clean Investment Monitor; Solar Of Week; European Solar PV Industry Alliance; ITDCW.",Sales of EVs and heat pumps are not counted to total investment as these would be considered under household consumption not investment.,Clean energy is boosting economic growth,https://www.iea.org/commentaries/clean-energy-is-boosting-economic-growth
"Share of investment in selected clean energy technologies in total investment, 2023",https://www.iea.org/data-and-statistics/charts/share-of-investment-in-selected-clean-energy-technologies-in-total-investment-2023,"IEA analysis based on data from Benchmark Mineral Intelligence; Oxford Economics; Bloomberg New Energy Finance; EV Volumes; ChinaIOL; European Heat Pump Association; Air-Conditioning, Heating, and Refrigeration Institute; Canada National Statistical Agency; Japan Refrigeration and Air Conditioning Industry Association; International Energy Agency (2024); S&P Global Commodity Insights; Wood Mackenzie; InfoLink; Thomson Reuters; Clean Investment Monitor; Solar Of Week; European Solar PV Industry Alliance; ITDCW.",Total investment refers to gross fixed capital formation across the whole economy.,Clean energy is boosting economic growth,https://www.iea.org/commentaries/clean-energy-is-boosting-economic-growth
"Global CO2 emissions captured and COP28 pathway, 2030",https://www.iea.org/data-and-statistics/charts/global-co2-emissions-captured-and-cop28-pathway-2030,,2023 values are estimated based on data from February 2024.,,
"Global nuclear power capacity and COP28 pathway, 2030",https://www.iea.org/data-and-statistics/charts/global-nuclear-power-capacity-and-cop28-pathway-2030,,2023 values are estimated based on data from March 2024.,,
Levelised cost of heating of residential heat pumps and alternatives in cold and severe cold climates in chinese urban areas,https://www.iea.org/data-and-statistics/charts/levelised-cost-of-heating-of-residential-heat-pumps-and-alternatives-in-cold-and-severe-cold-climates-in-chinese-urban-areas,"IEA analysis based on data from Energy Foundation, Tsinghua University (2022), Rural Clean Energy System Helps Reduce Pollution, Reduce Carbon and Revitalize Rural Areas (https://www.efchina.org/Attachments/Report/report-cemp-20220512/%E5%86%9C%E6%9D%91%E6%B8%85%E6%B4%81%E7%94%A8%E8%83%BD%E4%BD%93%E7%B3%BB%E5%8A%A9%E5%8A%9B%E5%87%8F%E6%B1%A1%E9%99%8D%E7%A2%B3%E4%B9%A1%E6%9D%91%E6%8C%AF%E5%85%B4.pdf), accessed 13 March 2024.","Notes: Air‐air = air‐to‐air heat pump; Air‐water = air‐to‐water heat pump; Elec. heat = electric resistance heater; Dist. heat = District heating; Air‐water&air = air-to-water heat pump with blowers. The levelised cost of heating estimates the average cost of providing 1 GJ of heating over the lifetime of the equipment, considering the capital cost of the equipment and installation; operating expenditures include the cost of fuel and regular maintenance. A lifetime of 17 years is assumed for gas boilers, 15 years for air‐to‐air and 18 years for air‐to‐water heat pumps. Electric resistance heaters and air conditioners are assumed to have a lifetime of 10 years. District heating is assumed to have a lifetime of 25 years, with no upfront cost nor maintenance cost.",The Future of Heat Pumps in China,https://www.iea.org/reports/the-future-of-heat-pumps-in-china
