category,title,url,embedding,subtitle
Agricultural Production,Cereals: which countries are net importers and exporters?,https://ourworldindata.org/grapher/cereals-imports-vs-exports,"<iframe src=""https://ourworldindata.org/grapher/cereals-imports-vs-exports?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Imports and exports are measured as the net sum of all cereal crop varieties. Countries which lie above the grey line are net importers of cereals; those below the line are net exporters.
Agricultural Production,Change in corn production and land use in the United States,https://ourworldindata.org/grapher/corn-production-land-us,"<iframe src=""https://ourworldindata.org/grapher/corn-production-land-us?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Values measure the percentage change in production and land use relative to the first year of the time-series.
Agricultural Production,Change of cereal yield and land used for cereal production,https://ourworldindata.org/grapher/change-of-cereal-yield-vs-land-used,"<iframe src=""https://ourworldindata.org/grapher/change-of-cereal-yield-vs-land-used?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source:
Agricultural Production,Chicken meat production,https://ourworldindata.org/grapher/chicken-meat-production,"<iframe src=""https://ourworldindata.org/grapher/chicken-meat-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Chicken meat production is measured in tonnes per year.
Agricultural Production,Cocoa bean production,https://ourworldindata.org/grapher/cocoa-bean-production,"<iframe src=""https://ourworldindata.org/grapher/cocoa-bean-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Cocoa bean production is measured in tonnes.
Agricultural Production,Cocoa bean production by region,https://ourworldindata.org/grapher/cocoa-beans-production-by-region,"<iframe src=""https://ourworldindata.org/grapher/cocoa-beans-production-by-region?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Global production of cocoa beans, measured in tonnes of production per year."
Agricultural Production,Coffee bean production,https://ourworldindata.org/grapher/coffee-bean-production,"<iframe src=""https://ourworldindata.org/grapher/coffee-bean-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Coffee bean production is measured in tonnes.
Agricultural Production,Coffee production by region,https://ourworldindata.org/grapher/coffee-production-by-region,"<iframe src=""https://ourworldindata.org/grapher/coffee-production-by-region?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Food and Agriculture Organization of the United Nations (2023)
Agricultural Production,Corn production,https://ourworldindata.org/grapher/maize-production,"<iframe src=""https://ourworldindata.org/grapher/maize-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Corn (maize) production is measured in tonnes.
Agricultural Production,Cropland and pasture per person,https://ourworldindata.org/grapher/cropland-pasture-per-person,"<iframe src=""https://ourworldindata.org/grapher/cropland-pasture-per-person?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Pasture – land used for livestock grazing – and cropland are measured in hectares per person. The sum of pasture and cropland is the total land used for agriculture.
Agricultural Production,Cropland area,https://ourworldindata.org/grapher/cropland-area,"<iframe src=""https://ourworldindata.org/grapher/cropland-area?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Data source: Food and Agriculture Organization of the United Nations (2024)
Agricultural Production,Cropland extent over the long-term,https://ourworldindata.org/grapher/cropland-use-over-the-long-term,"<iframe src=""https://ourworldindata.org/grapher/cropland-use-over-the-long-term?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Total cropland area, measured in hectares. Cropland refers to the area defined by the UN Food and Agricultural Organization (FAO) as 'arable land and permanent crops'."
Agricultural Production,Distribution of soil lifespans,https://ourworldindata.org/grapher/soil-lifespans,"<iframe src=""https://ourworldindata.org/grapher/soil-lifespans?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Soil lifespans are measured by on how many years it would take to erode 30 centimeters of topsoil based on current erosion rates. Data is based on a global assessment of soil erosion from 240 studies across 38 countries.
Agricultural Production,FAO projections of arable land,https://ourworldindata.org/grapher/fao-projections-of-arable-land-to-2050,"<iframe src=""https://ourworldindata.org/grapher/fao-projections-of-arable-land-to-2050?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Global land allocated to arable production or permanent crops from 1961-2014, with the UN Food and Agricultural Organization's (FAO) projections to 2050. Land area is measured in hectares."
Agricultural Production,Fertilizer use per hectare of cropland,https://ourworldindata.org/grapher/fertilizer-use-per-hectare-of-cropland,"<iframe src=""https://ourworldindata.org/grapher/fertilizer-use-per-hectare-of-cropland?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Application of all fertilizer products (including nitrogenous, potash, and phosphate fertilizers), measured in kilograms of total nutrient per hectare of cropland."
Agricultural Production,Global agricultural land use by major crop type,https://ourworldindata.org/grapher/global-agricultural-land-use-by-major-crop-type,"<iframe src=""https://ourworldindata.org/grapher/global-agricultural-land-use-by-major-crop-type?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Global land area used for agricultural production, by major crop category, measured in hectares."
Agricultural Production,Global allocation of crops to end uses by farm size,https://ourworldindata.org/grapher/crop-allocation-farm-size,"<iframe src=""https://ourworldindata.org/grapher/crop-allocation-farm-size?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Allocation of crops – measured as the aggregate across all major food groups in kilocalories – broken down by farm size. Farms are grouped based on their total agricultural area, in hectares."
Agricultural Production,Global crop production by farm size,https://ourworldindata.org/grapher/global-crop-production-by-farm-size,"<iframe src=""https://ourworldindata.org/grapher/global-crop-production-by-farm-size?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Global crop production is measured in kilocalories per year. Farm size is measured in hectares.
Agricultural Production,Global food exports: how much comes from Ukraine & Russia?,https://ourworldindata.org/grapher/food-exports-ukraine-russia,"<iframe src=""https://ourworldindata.org/grapher/food-exports-ukraine-russia?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",This is shown for the largest crops grown by Ukraine and Russia.
Agricultural Production,Global food production: how much comes from Ukraine & Russia?,https://ourworldindata.org/grapher/food-production-ukraine-russia,"<iframe src=""https://ourworldindata.org/grapher/food-production-ukraine-russia?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",This is shown for the largest crops grown by Ukraine and Russia.
Agricultural Production,Grape production,https://ourworldindata.org/grapher/grapes-production,"<iframe src=""https://ourworldindata.org/grapher/grapes-production?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",Grapes production is measured in tonnes.
Agricultural Production,Grazing land use over the long-term,https://ourworldindata.org/grapher/grazing-land-use-over-the-long-term,"<iframe src=""https://ourworldindata.org/grapher/grazing-land-use-over-the-long-term?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>","Total land used for grazing, measured in hectares."
